,input_text,target_text
3997,"O cenário inicial da história provavelmente era uma mata tropical fechada, habitat de quase todos os grandes macacos. ","O cenário inicial da história provavelmente era uma mata tropical fechada, lugar onde vivem quase todos os grandes macacos. "
2548,"Neste vestibular, mais de 30 mil candidatos disputaram 4.095 vagas. ","Neste vestibular, mais de 30 mil candidatos disputaram 4.095 vagas. "
3424,"Segundo os arqueólogos, ""durante a escavação foram encontrados inúmeros fragmentos, principalmente cerâmicos, que vão desde ânforas romanas até utensílios inteiros do século 16, passando pela cerâmica árabe"". ","Na opinião dos arqueólogos, ""durante a escavação foram encontrados muitos pedaços, principalmente de cerâmica, que vão desde vasos romanos até utensílios inteiros do século 16, passando pela cerâmica árabe"". "
1275,"Estudava Administração de Empresas na PUCRS, em Porto Alegre, e era solteiro. ","Ele estudava Administração de Empresas na PUCRS, em Porto Alegre. "
2964,"Para quem pretende visitar o parque, vale lembrar que, na área de animais, não se deve descer do carro, nem alimentar os bichos. ",Quem pretende visitar o parque deve lembrar que não se deve descer do carro nem alimentar os bichos na área de animais. 
1941,"-- Como a Internet é cada vez mais indispensável, fica obrigatório investir na cobertura de alguns locais -- diz o diretor-presidente da Procempa, André Kulczynski. ",-- A Internet é cada vez mais indispensável. 
2147,"E é sabido que onde há mais mistura, o racismo é menor -- analisa o sociólogo brasileiro Sérgio Costa, do Instituto Latino-americano da Universidade Livre de Berlim. ","Sabe-se que onde há mais mistura, o racismo é menor -- analisa o sociólogo brasileiro Sérgio Costa. "
3839,"E a formiga a carrega, não está nem aí.","E a formiga a carrega, não está nem aí."
785,As famílias interessadas em participar do quadro Lar Doce Lar devem enviar carta e foto da casa que desejam ver reformada. ,"As famílias interessadas em participar do quadro ""Lar Doce Lar"" devem enviar carta e foto da casa que desejam ver reformada. "
3116,"A diretora da Escola Municipal José Francisco da Silva, Lúcia Nogueira, acredita que a data não comporta manifestações. ",A diretora da Escola Municipal José Francisco da Silva acredita que a data não comporta manifestações. 
1707,Elas devem ser amassadas com outras mercadorias apreendidas no próximo ano. ,Elas devem ser amassadas com outras mercadorias apreendidas no próximo ano. 
1122,"O grupo europeu jogou duro com os americanos e ameaçou até boicotar um encontro que a Casa Branca está organizando, unilateralmente, para discutir o aquecimento global, no ano que vem. ",O grupo europeu jogou duro com os americanos. 
3887,Mas não seria a última das preocupações. ,Mas não seria a última das preocupações. 
3272,Nem mesmo no reino animal. ,Nem mesmo no reino animal. 
3505,"Esses corpos medidos em metros são interessantes cientificamente, mas não oferecem absolutamente nenhum perigo aos humanos, diz Robert Jedicke, da Universidade do Arizona, escolhido pela ""Nature"" para comentar o estudo. ","Esses corpos medidos em metros são interessantes cientificamente, mas não oferecem nenhum perigo aos humanos, diz Robert Jedicke, da Universidade do Arizona, escolhido pela ""Nature"" para comentar o estudo. "
3880,"O último vôo de um ônibus espacial havia sido o do Columbia, que se despedaçou na volta à Terra em fevereiro de 2003. ","O último vôo de um ônibus espacial havia sido o do Columbia, que se despedaçou na volta à Terra em fevereiro de 2003. "
3372,"Desse modo, conseguiu identificar qual deles era o responsável pela maior capacidade de infecção do influenza. ","Desse modo, conseguiu identificar qual deles era o responsável pela maior capacidade de infecção do influenza. "
301,"Em xeque, ontem, estavam 23 mandatos de deputados do PSDB, DEM e PPS, partidos que pediram para reaver as cadeiras na Câmara. ","Ontem, 23 mandatos de deputados do PSDB, DEM e PPS estavam em risco. "
21,"-- Elas atacam mais nos locais em que o pessoal das excursões lava mãos e pratos após as refeições -- diz Adalberto Silva, presidente da associação dos moradores da localidade. ",-- Elas atacam mais nos locais em que o pessoal das excursões lava mãos e pratos após as refeições -- diz Adalberto Silva. 
1883,"Somados, os empreendimentos detalhados representam 2% da energia consumida no país. ",A Pampa e a Seival representam 2% da energia consumida no país. 
2028,"De acordo com as imagens, o semáforo estava verde para os veículos. ","De acordo com as imagens, o semáforo estava verde para os veículos. "
1398,"Mal terminada a escolha do TJ, a OAB deve voltar a se reunir nova escolha em breve, no máximo em 40 dias, para indicar outros seis nomes à vaga deixada pelo desembragador Jorge Mussi, que vai para o STJ. ","Logo que terminar a escolha do Tribunal de Justiça, a Ordem dos Advogados do Brasil deve voltar a se reunir, com o objetivo de indicar outros seis nomes à vaga do desembargador Jorge Mussi. "
2627,"No dia 1º de janeiro, a alíquota do ICMS sobre a gasolina baixou de 28% para 25%. ","No dia 1º de janeiro, a alíquota do ICMS sobre a gasolina baixou de 28% para 25%. "
2091,Presidente dos EUA fez ontem uma visita surpresa ao Iraque e apontou a pacificação da província de Anbar como um exemplo de sucesso a ser seguido. ,Presidente dos EUA fez ontem uma visita surpresa ao Iraque e apontou o estabelecimento da paz na província de Anbar como um exemplo de sucesso a ser seguido. 
312,"Se esses deputados provarem ao TSE que foram perseguidos politicamente ou se desfiliaram porque o partido abandonou as bandeiras ideológicas, estarão livres de punições. ",A primeira é se esses deputados provarem ao TSE que foram perseguidos politicamente. 
2144,"Além de ter muito desemprego, essa região nunca esteve habituada ao convívio com imigrantes. ",Essa região tem muito desemprego. 
3617,"Até mesmo o que está bem pode mudar de condição da noite para o dia, diz. ","Ryder diz que ""até mesmo o que está bem pode mudar de condição da noite para o dia"". "
1855,Meirelles pede prudência e Mantega vê só uma correção. ,Meirelles pede calma. 
3008,"A chave fora surrupiada e copiada, evidenciando o que já era sabido à boca pequena: ",Roubaram e copiaram a chave. 
997,"Juliano Oliveira ferreira, 18 anos, foi detido na madrugada de ontem pela Guarda Municipal quando pichava com um amigo o muro da Escola Estadual de Ensino Fundamental Ministro Salgado Filho, no bairro Protásio Alves, na Capital. ",A Guarda Municipal prendeu Juliano Oliveira Ferreira na madrugada de ontem. 
3228,"O presidente da Comissão Nacional de Ética em Pesquisa, William Saad Hossne, disse ontem, na 52ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência, que a comunidade científica internacional pode alterar a Declaração de Helsinque, sobre ética em pesquisas com humanos. ",O presidente da Comissão Nacional de Ética em Pesquisa é William Saad Hossne. 
2624,A redução na alíquota do Imposto sobre Circulação de Mercadorias e Serviços (ICMS) e a concorrência entre os postos derrubaram o preço da gasolina no mês passado em 41 dos 43 municípios pesquisados pela Agência Nacional do Petróleo (ANP). ,A redução na alíquota do Imposto sobre Circulação de Mercadorias e Serviços (ICMS) e a competição entre os postos derrubaram o preço da gasolina no mês passado em 41 dos 43 municípios pesquisados pela Agência Nacional do Petróleo (ANP). 
413,"Pavarotti deverá ficar na memória de muita gente como uma figura de barba e corpanzil, acostumado a soltar seu vozeirão potente diante de platéias numerosas, em teatros ou estádios de futebol, entoando temas como O Sole Mio ou Nessun Dorma. ",Pavarotti deverá ficar na memória de muita gente como uma figura de barba e corpo forte. 
3463,"No ano passado, um grupo da Comissão de Energia Atômica da França havia anunciado a existência de um verdadeiro campo minado composto por centenas de milhares de buracos negros distribuídos ao redor da Via Láctea. ","No ano passado, um grupo da Comissão de Energia Atômica da França havia anunciado a existência de um campo composto por centenas de milhares de buracos negros distribuídos ao redor da Via Láctea. "
3806,"Aquela área toda do alto Taquari é, na sua maior parte, arenosa.",Emiko resende diz: 
2228,"Nos últimos dias, a notificação de casos de psitacose, doença provocada por vírus transmitido pelas caturritas, colocou as autoridades em alerta no estado. ","Nos últimos dias, a comunicação de casos de psitacose, doença provocada por vírus transmitido pelas caturritas, colocou as autoridades em alerta no estado. "
524,"A senadora Kátia Abreu (DEM-TO), relatora da proposta sobre o imposto do cheque na CCJ, disse que apresentará parecer contrário à continuidade do tributo. ",A senadora Kátia Abreu disse que apresentará parecer contra a continuação da CPMF. 
2539,"O magistrado estabeleceu que a universidade deverá criar vagas suplementares em cada curso até atingir o percentual de cada grupo e não limitando, por exemplo, 70% de vagas aos que não entram no sistema de cotas e 30% aos do sistema de cotas. ","O magistrado estabeleceu que a universidade deverá criar vagas extras em cada curso até atingir a porcentagem de cada grupo e não limitando, por exemplo, 70% das vagas para os que não entram no sistema de cotas e 30% para os do sistema de cotas. "
96,O aumento de casos frustrou expectativas e fez as autoridades reverem estratégias. ,O aumento de casos foi uma decepção. 
672,"O líder venezuelano reiterou que irá fazer reformas integrais e profundas na Constituição e confirmou que acabará com o limite para as reeleições, o que lhe permitirá ficar indefinidamente no poder. ",Chávez repetiu que fará reformas totais e profundas na Constituição. 
3065,"O Google Sky permite navegar por 100 milhões de estrelas individuais e 200 milhões de galáxias, anunciou a companhia. ",A companhia anunciou que o Google Sky permite navegar por 100 milhões de estrelas individuais e 200 milhões de galáxias. 
105,O secretário estimou que a clonagem pode ser o destino de até 40% dos veículos roubados. ,O secretário calculou que a clonagem pode ser o destino de até 40% dos veículos roubados. 
1505,"A líder comunitária Neli Vidal Birk, 50 anos, organizou um grupo de 36 pessoas beneficiadas pelo programa Fome Zero. ",A líder comunitária Neli Vidal Birk organizou um grupo de 36 pessoas favorecidas pelo programa Fome Zero. 
621,"Ao abrir a porta do quarto, ela se deparou com grandes labaredas que já consumiam o berço. ","Ao abrir a porta do quarto, Lucilene viu chamas grandes. "
1898,"Ontem, a Companhia Estadual de Energia Elétrica (CEEE) informou que o Estado registrou às 14h41 min de 10 de dezembro recorde na demanda de energia, com 4.697 megawatts. ","Ontem, a Companhia Estadual de Energia Elétrica informou que o Estado registrou recorde na demanda de energia. "
820,"O Rio Grande do Sul terá temperatura e chuva próximas das médias históricas, entre julho e setembro, com um inverno mais rigoroso. ",O Rio Grande do Sul terá temperatura e chuva próximas das médias históricas entre julho e setembro. 
2199,"Quando a gente conta essas histórias para os motoristas, eles não acreditam que isso ainda acontece -- disse. ",A gente conta essas histórias para os motoristas. 
